Celebrity,Spouse,Start_Date,End_Date,End_Cause,Country,Occupation
Fernandel,Henriette-Félicie Manse,1925-04-04,,,France,actor
Chadwick Boseman,Taylor Simone Ledward Boseman,2018-01-01,2020-01-01,death,United States,actor
Chris Rock,Malaak Compton,1996-01-01,2016-01-01,,United States,actor
Martha Argerich,Chen Liang-Sheng,,1964-01-01,,Argentina,musician
Bob Hoskins,Jane Livesey,,,,United Kingdom,actor
Bob Hoskins,Linda Banwell,,,,United Kingdom,actor
Charles Aznavour,Evelyne Plessis,1956-01-01,1960-01-01,,France,actor
Viola Davis,Julius Tennon,2003-06-23,,,United States,actor
Jacques Brel,Thérèse Michielsen,1950-06-01,,,Belgium,actor
Alejandro Jodorowsky,Valérie Tremblay,,1982-01-01,,Chile,actor
Conrad Bain,Monica Sloan,1945-01-01,2009-02-26,death of subject's spouse,Canada,actor
Avicii,Tereza Kacerova,,,,Sweden,musician
Ewa Farna,Martin Chobot,2017-09-01,,,Czech Republic,actor
Jerry Lewis,SanDee Pitnick,1983-01-01,2017-01-01,,United States,actor
Carmen Miranda,David Sebastian,,,,Brazil,actor
Billy Bob Thornton,Connie Angland,2014-10-22,,,United States,actor
Billy Bob Thornton,Connie Angland,2014-10-22,,,United States,musician
Charles Aznavour,Micheline Rugel,1946-01-01,1952-01-01,,France,actor
Salman Rushdie,Rachel Eliza Griffiths,2021-09-01,,,United States,actor
Salman Rushdie,Rachel Eliza Griffiths,2021-09-01,,,United Kingdom,actor
Matti Nykänen,Pia Nykänen,2014-01-01,2019-01-01,,Finland,athlete
Broderick Crawford,Mary Alice Moore,,,,United States,actor
Boris Karloff,Evelyn Hope,1946-04-11,1969-02-02,death of subject,United States,actor
Peter Lorre,Annemarie Brenning,1953-01-01,1964-01-01,,Austria,actor
Boris Karloff,Evelyn Hope,1946-04-11,1969-02-02,death of subject,United Kingdom,actor
Alejandro Jodorowsky,Q108748877,,1971-01-01,,France,actor
Joseph L. Mankiewicz,Elizabeth Young,1934-01-01,1937-01-01,,United States,actor
Oliver Hardy,Madelyn Saloshin,,,,United States,actor
Oliver Hardy,Virginia Lucille Jones,,,,United States,actor
David Lynch,Mary Fisk,1977-01-01,1987-01-01,divorce,United States,actor
David Lynch,Mary Fisk,1977-01-01,1987-01-01,divorce,United States,musician
George Carlin,Brenda Carlin,1961-01-01,1997-01-01,,United States,actor
Arturo Toscanini,Carla Toscanini De Martini,1897-06-21,1951-06-23,death of subject's spouse,Italy,musician
Man Ray,Adon Lacroix,1914-01-01,1919-01-01,,United States,actor
Charles Aznavour,Ulla Thorsell,1968-01-01,2018-01-01,,France,actor
Omm Kalthum,Hassan Alhifnawy,1954-01-01,1975-01-01,,United Arab Republic,actor
Donald Pleasence,Linda J. Kentwood,1988-01-01,1995-01-01,death of subject,United Kingdom,actor
Pumpuang Duangjan,Kraisorn Leelamekhin,,,,Thailand,actor
Ennio Morricone,Maria Travia,,,,Italy,musician
Eartha Kitt,John W. McDonald,,,,United States,actor
Bela Lugosi,Lillian Arch,1933-01-01,1953-01-01,divorce,Hungary,actor
Charlie Puth,Brooke Sansone,2024-01-01,,,United States,musician
Frances Marion,Robert Dickson Pike,1911-11-14,1917-11-05,,United States,actor
Neil Young,Susan Acevento,1968-01-01,1970-01-01,,Canada,actor
Leslie Nielsen,Alisande Ullman,,,,Canada,actor
Billy Bob Thornton,Pietra Dawn Cherniak,1993-01-01,1997-01-01,divorce,United States,actor
Billy Bob Thornton,Pietra Dawn Cherniak,1993-01-01,1997-01-01,divorce,United States,musician
Ron Howard,Cheryl Howard,,,,United States,actor
Christine Lagarde,Wilfried Lagarde,1982-01-01,1990-01-01,divorce,France,athlete
Joey King,Steven Piet,2023-09-02,,,United States,actor
Shelley Duvall,Bernard Sampson,1970-01-01,1974-01-01,divorce,United States,actor
Shelley Duvall,Bernard Sampson,1970-01-01,1974-01-01,divorce,United States,musician
Ashley Benson,Brandon Davis,2023-01-01,,,United States,actor
Ani Lorak,Murat Nalçacıoğlu,,,,Soviet Union,actor
Donald Sutherland,Lois Hardwick,1959-01-01,1966-01-01,,Canada,actor
George C. Scott,Carolyn Hughes,1951-01-01,1955-01-01,divorce,United States,actor
Lara Fabian,Gabriel Di Giorgio,2013-06-28,,,Belgium,actor
Billy Bob Thornton,Toni Lawrence,1986-01-01,1988-01-01,divorce,United States,actor
Billy Bob Thornton,Toni Lawrence,1986-01-01,1988-01-01,divorce,United States,musician
Bill Paxton,Louise Newbury,,,,United States,actor
Ellen Pompeo,Chris Ivery,,,,United States,actor
Anna Nicole Smith,Billy Wayne Smith,1985-04-04,1993-02-03,,United States,actor
Anna Nicole Smith,Billy Wayne Smith,1985-04-04,1993-02-03,,United States,musician
Edyta Górniak,Piotr Schramm,,,,Poland,actor
Alyssa Milano,David Bugliari,2009-08-15,,,United States,actor
Erich von Stroheim,Valerie Germonprez,1919-01-01,,,Austria–Hungary,actor
Anouk Aimée,Edouard Zimmermann,1949-01-01,1950-01-01,,France,actor
Lara Fabian,Gabriel Di Giorgio,2013-06-28,,,Canada,actor
Taylor Lautner,Taylor Dome,2022-11-11,,,United States,actor
Fritz Lang,Lisa Rosenthal,1919-01-01,1921-01-01,death of subject's spouse,United States,actor
Erich von Stroheim,Valerie Germonprez,1919-01-01,,,United States,actor
David Cronenberg,Carolyn Zeifman,,,,Canada,actor
Paul Newman,Jacqueline Witte,1949-12-27,1958-01-28,,United States,actor
Hilary Swank,Philip Schneider,2018-08-18,,,United States,actor
Gary Oldman,Donya Fiorentino,1997-01-01,2001-01-01,divorce,United States,actor
Gary Oldman,Donya Fiorentino,1997-01-01,2001-01-01,divorce,United Kingdom,actor
Jessica Chastain,Gian Luca Passi de Preposulo,2017-01-01,,,United States,actor
Bob Fosse,Mary Ann Niles,1949-01-01,1951-01-01,divorce,United States,actor
Jimmy Page,Jimena Gómez Paratcha,1995-01-01,2008-01-01,,United Kingdom,musician
Jonah Hill,Olivia Millar,,,,United States,actor
Meat Loaf,Deborah Gillespie,2007-01-01,2022-01-01,,United States,actor
Andrei Konchalovsky,Viviane Godet,1969-01-01,1980-01-01,,United States,actor
Thodoros Angelopoulos,Foivi Oikonomopoulou,1980-01-01,2012-01-01,,Greece,actor
Shirley MacLaine,Steve Parker,1954-01-01,1982-01-01,divorce,United States,actor
Kenneth Branagh,Lindsay Brunnock,2003-01-01,,,United Kingdom,actor
Fritz Lang,Lisa Rosenthal,1919-01-01,1921-01-01,death of subject's spouse,Germany,actor
Steven Seagal,Erdenetuya Batsukh,2009-01-01,,,Serbia,actor
Steven Seagal,Erdenetuya Batsukh,2009-01-01,,,Serbia,musician
Count Basie,Catherine Basie,,,,United States,actor
Idris Elba,Sabrina Dhowre,,,,United Kingdom,actor
Idris Elba,Sabrina Dhowre,,,,United Kingdom,musician
Q48280,Giorgio Della Terza,1988-01-01,1991-01-01,divorce,United Kingdom,actor
John Cleese,Jennifer Wade,2012-01-01,,,United Kingdom,actor
Christine Lagarde,Q113585479,,,,France,athlete
Sidney Poitier,Juanita Hardy,1950-01-01,1965-01-01,divorce,The Bahamas,actor
Steven Seagal,Erdenetuya Batsukh,2009-01-01,,,United States,actor
Steven Seagal,Erdenetuya Batsukh,2009-01-01,,,United States,musician
Bud Spencer,Maria Amato,,,,Italy,actor
Birgit Sarrap,Indrek Sarrap,2015-03-15,,,Estonia,actor
Fritz Lang,Lisa Rosenthal,1919-01-01,1921-01-01,death of subject's spouse,Austria,actor
Rod Steiger,Paula Ellis,1986-01-01,1997-01-01,divorce,United States,actor
Nancy Ajram,Fadi El Hachem,2008-01-01,,,Lebanon,actor
Demi Lovato,Jordan Lutes,2025-05-25,,,United States,actor
Helena Paparizou,Andreas Kapsalis,2015-01-01,2025-01-01,,Greece,actor
Rod Steiger,Sherry Nelson,1973-01-01,1979-01-01,divorce,United States,actor
Karisma Kapoor,Sunjay Kapur,,,,India,actor
Andrei Konchalovsky,Viviane Godet,1969-01-01,1980-01-01,,France,actor
Josephine Baker,Jean Lion,,,,United States,actor
Bryan Cranston,Robin Dearden,1989-01-01,,,United States,actor
Larry Ben David,Ashley Underwood,2020-01-01,,,United States,actor
Bud Spencer,Maria Amato,,,,Kingdom of Italy,actor
Bernard-Henri Lévy,Sylvie Bouscasse,1980-05-09,1988-01-01,divorce,France,actor
Peter Sellers,Anne Hayes,1951-01-01,1963-01-01,divorce,United Kingdom,actor
Q48280,Q124165139,1979-01-01,1986-01-01,divorce,United Kingdom,actor
Michael Gambon,Anne Miller,1962-01-01,2002-01-01,divorce,United Kingdom,actor
Louis de Funès,Germaine Louise Élodie Carroyer,1936-01-27,1942-11-13,divorce,France,actor
Melina Mercouri,Panagis Sp. Charokopos,1939-01-01,1962-01-01,,Greece,actor
Karl Malone,Kay Kinsey,,,,United States,actor
Flea,Melody Ehsani,,,,United States,actor
Flea,Melody Ehsani,,,,United States,musician
Andrei Konchalovsky,Viviane Godet,1969-01-01,1980-01-01,,Russia,actor
Josephine Baker,Jean Lion,,,,France,actor
Pamela Anderson,Dan Hayhurst,2020-12-24,2022-01-21,divorce,United States,actor
Bob Newhart,Ginnie Newhart,1963-01-01,2023-04-23,death of subject's spouse,United States,actor
Billy Connolly,Iris Pressagh,1969-01-01,1985-01-01,divorce,United Kingdom,actor
Romain Rolland,Clothilde Bréal,,,,France,musician
DMX,Tashera Simmons,1999-01-01,2014-01-01,,United States,actor
Flea,Melody Ehsani,,,,Australia,actor
Flea,Melody Ehsani,,,,Australia,musician
Toto Cutugno,Carla Cutugno,1971-01-01,2023-08-22,,Italy,musician
Louis Armstrong,Lucille Armstrong,1942-02-04,1971-07-06,,United States,actor
Drew Barrymore,Will Kopelman,2012-06-02,2016-08-03,divorce,United States,actor
Steven Seagal,Erdenetuya Batsukh,2009-01-01,,,Russia,actor
Steven Seagal,Erdenetuya Batsukh,2009-01-01,,,Russia,musician
Hal Holbrook,Ruby Holbrook,,,,United States,actor
Michael Gambon,Anne Miller,1962-01-01,2002-01-01,divorce,Ireland,actor
Millie Bobby Brown,Jake Bongiovi,2024-05-01,,,Spain,actor
Sam Neill,Noriko Watanabe,1989-01-01,2017-01-01,divorce,New Zealand,actor
Sidney Poitier,Juanita Hardy,1950-01-01,1965-01-01,divorce,United States,actor
Gal Gadot,"Yaron ""Jaron"" Varsano",2008-09-28,,,Israel,actor
Robin Wright,Clément Giraudet,2017-01-01,2022-01-01,,United States,actor
Millie Bobby Brown,Jake Bongiovi,2024-05-01,,,United Kingdom,actor
Hugo Weaving,Katrina Greenwood,,,,United Kingdom,actor
Ani Lorak,Murat Nalçacıoğlu,,,,Ukraine,actor
Sam Neill,Noriko Watanabe,1989-01-01,2017-01-01,divorce,United Kingdom,actor
Charles Bronson,Kim Weeks,1998-01-01,2003-01-01,,United States,actor
Paul Rudd,Julie Yaeger,2003-02-23,,,United States,actor
Michael Palin,Helen Gibbins,1966-01-01,2023-01-01,death of subject's spouse,United Kingdom,actor
Jennifer Lawrence,Cooke Maroney,2019-10-01,,,United States,actor
Dave Brubeck,Iola Brubeck,1942-01-01,,,United States,musician
Pamela Anderson,Dan Hayhurst,2020-12-24,2022-01-21,divorce,Canada,actor
Jimmy Page,Patricia Ecker,1986-01-01,1995-01-01,,United Kingdom,musician
Meat Loaf,Leslie G. Edmonds,1979-01-01,2001-01-01,,United States,actor
Rod Steiger,Sally Gracie,1952-01-01,1958-01-01,divorce,United States,actor
Andrei Konchalovsky,Viviane Godet,1969-01-01,1980-01-01,,Soviet Union,actor
Q6096,Shante Broadus,,,,United States,actor
Gena Rowlands,Robert Forrest,2012-01-01,2024-01-01,death of subject,United States,actor
Daniel Brühl,Felicitas Rombold,,,,Spain,actor
Monica Bellucci,Claudio Carlos Basso,1990-01-01,1994-01-01,divorce,Italy,actor
Burgess Meredith,Margaret Perry,,,,United States,actor
Idris Elba,Sabrina Dhowre,,,,Sierra Leone,actor
Idris Elba,Sabrina Dhowre,,,,Sierra Leone,musician
Sam Neill,Noriko Watanabe,1989-01-01,2017-01-01,divorce,Ireland,actor
Ed Sheeran,Cherry Seaborn,,,,United Kingdom,actor
Ed Sheeran,Cherry Seaborn,,,,United Kingdom,musician
Pelé,Rosemeri dos Reis Cholbi,1966-01-01,1982-01-01,,Brazil,actor
Benvenuto Cellini,Piera Parigi,,,,France,musician
Forest Whitaker,Keisha Nash,1996-01-01,2021-01-01,divorce,United States,actor
Stephen Colbert,Evelyn McGee-Colbert,1993-10-09,,,United States,actor
Jenny Slate,Ben Shattuck,2021-12-31,,,United States,actor
Kristen Stewart,Dylan Meyer,2019-01-01,,,United States,actor
Ethel Merman,Robert Daniels Levitt,,,,United States,actor
Daniel Brühl,Felicitas Rombold,,,,Germany,actor
Kelsey Grammer,Doreen Alderman,1982-05-30,1990-07-26,,United States,actor
Neil Young,Susan Acevento,1968-01-01,1970-01-01,,United States,actor
Leslie Nielsen,Alisande Ullman,,,,United States,actor
Lindsay Lohan,Bader Shammas,2022-01-01,,,United States,actor
Billy Bob Thornton,Melissa Lee Gatlin,1978-01-01,1980-01-01,divorce,United States,actor
Billy Bob Thornton,Melissa Lee Gatlin,1978-01-01,1980-01-01,divorce,United States,musician
Wesley Snipes,Nakyung Park,,,,United States,actor
Ani Lorak,Murat Nalçacıoğlu,,,,Russia,actor
Béla Bartók,Márta Ziegler,1909-01-01,1923-01-01,,Hungary,musician
Béla Bartók,Márta Ziegler,1909-01-01,1923-01-01,,United States,musician
Sean Astin,Christine Harrell,,,,United States,actor
Helena Paparizou,Andreas Kapsalis,2015-01-01,2025-01-01,,Sweden,actor
Scottie Pippen,Larsa Pippen,,,,United States,actor
Laura Branigan,Lawrence Kruteck,1978-01-01,1996-01-01,death of subject's spouse,United States,actor
Charlie Watts,Shirley Watts,1964-10-01,2021-08-24,death,United Kingdom,musician
David Cronenberg,Margaret Hindson,1972-01-01,1979-01-01,,Canada,actor
Brian May,http://www.wikidata.org/.well-known/genid/9b980ab94132073f1480027bb752cdc8,1976-01-01,1988-01-01,divorce,United Kingdom,actor
Andrei Konchalovsky,http://www.wikidata.org/.well-known/genid/2b363be68c46ede0d8fef469d9e29b87,1955-01-01,1957-01-01,,Russia,actor
Asa Akira,http://www.wikidata.org/.well-known/genid/73af6887b6221be5adf6ec1624330699,2018-01-01,,,United States,actor
Lucy Lawless,http://www.wikidata.org/.well-known/genid/ab8851e54c11dbdd6bae3d19056407f6,1988-01-01,1995-01-01,divorce,New Zealand,actor
Andrei Konchalovsky,http://www.wikidata.org/.well-known/genid/55cfcd2a6f4e4584f122fd0534923934,1990-01-01,1997-01-01,,France,actor
Q187038,http://www.wikidata.org/.well-known/genid/c0d893e2e24a2f0463bbf07213bef399,2004-12-26,2009-06-03,death of subject,United States,actor
Boris Karloff,http://www.wikidata.org/.well-known/genid/9d1f14edcd8c5fa5057b92fc80d7e2c4,1924-01-01,1928-01-01,divorce,United States,actor
Boris Karloff,http://www.wikidata.org/.well-known/genid/6e135e778046f0965ac326011aed8da0,1916-01-01,1919-01-01,divorce,United States,actor
Boris Karloff,http://www.wikidata.org/.well-known/genid/9d1f14edcd8c5fa5057b92fc80d7e2c4,1924-01-01,1928-01-01,divorce,United Kingdom,actor
Boris Karloff,http://www.wikidata.org/.well-known/genid/6e135e778046f0965ac326011aed8da0,1916-01-01,1919-01-01,divorce,United Kingdom,actor
Chuck Norris,Gena O'Kelly,1998-01-01,,,United States,actor
Andrei Konchalovsky,http://www.wikidata.org/.well-known/genid/55cfcd2a6f4e4584f122fd0534923934,1990-01-01,1997-01-01,,Russia,actor
Ernest Borgnine,http://www.wikidata.org/.well-known/genid/277f7df9ebcb7c79ac2e544690575bd2,1949-01-01,1958-01-01,divorce,United States,actor
Andrei Konchalovsky,http://www.wikidata.org/.well-known/genid/2b363be68c46ede0d8fef469d9e29b87,1955-01-01,1957-01-01,,Soviet Union,actor
James Cameron,http://www.wikidata.org/.well-known/genid/66b11b30a20c96d64c541deb21bd3fca,1978-01-01,1984-01-01,divorce,New Zealand,actor
Jean-Claude Van Damme,http://www.wikidata.org/.well-known/genid/4ffde27fd31b170fcb81b4166eb5bce9,1980-01-01,1984-01-01,divorce,Belgium,actor
James McAvoy,http://www.wikidata.org/.well-known/genid/dbb304a22a583a500faa39de68ea909d,2022-01-01,,,United Kingdom,actor
Lou Reed,Betty Reed,1973-01-01,1973-01-01,,United States,actor
Lou Reed,Betty Reed,1973-01-01,1973-01-01,,United States,musician
Noel Gallagher,Sara MacDonald,2011-01-01,2023-01-01,divorce,United Kingdom,musician
Timothy Leary,http://www.wikidata.org/.well-known/genid/0808d54fc404fc4bd4ca79f9a2d046a2,1945-04-01,1955-01-01,death of subject's spouse,United States,actor
Lana Del Rey,Q130600853,2024-09-26,,,United States,actor
Lana Del Rey,Q130600853,2024-09-26,,,United States,musician
Sonja Henie,http://www.wikidata.org/.well-known/genid/2812073b12fe2e913f72cdb6cd06b005,1949-01-01,1956-01-01,,United States,actor
Frédéric Beigbeder,Amélie Labrande,,,,France,actor
Sonja Henie,http://www.wikidata.org/.well-known/genid/2812073b12fe2e913f72cdb6cd06b005,1949-01-01,1956-01-01,,Norway,actor
Cheryl,Jean-Bernard Fernandez-Versini,2014-01-01,2016-01-01,,United Kingdom,actor
Don Johnson,http://www.wikidata.org/.well-known/genid/7218119f2cc935afc58a4789565bffe7,1973-01-01,1973-01-01,annulment,United States,actor
Q187038,http://www.wikidata.org/.well-known/genid/84821c625e8e961b570fcb480b8a84ac,1960-12-25,1968-01-01,divorce,United States,actor
Andrei Konchalovsky,http://www.wikidata.org/.well-known/genid/55cfcd2a6f4e4584f122fd0534923934,1990-01-01,1997-01-01,,Soviet Union,actor
James Cameron,http://www.wikidata.org/.well-known/genid/66b11b30a20c96d64c541deb21bd3fca,1978-01-01,1984-01-01,divorce,Canada,actor
Jean-Claude Van Damme,http://www.wikidata.org/.well-known/genid/84d03aaa18f4bffe905b062a434b36fc,1985-01-01,1986-01-01,divorce,Belgium,actor
Jim Parsons,http://www.wikidata.org/.well-known/genid/ca82c9451748c250a47eaafcf825c2df,2017-05-13,,,United States,actor
Willie Nelson,http://www.wikidata.org/.well-known/genid/a906c7a2a919825eaa898a81e7fd45d2,1991-01-01,,,United States,actor
Pedro Almodóvar,Fernando Iglesias Mas,,,,Spain,actor
David Hasselhoff,Hayley Roberts,2018-01-01,,,United States,actor
Bela Lugosi,http://www.wikidata.org/.well-known/genid/29bf658a59eb2a04de4c62cbb982f7bb,1917-01-01,1920-01-01,divorce,Hungary,actor
Lea Michele,http://www.wikidata.org/.well-known/genid/7c4bbf793b2e17433ba5a47a000d2130,2019-01-01,,,United States,actor
Chuck Norris,Diane Holechek,1958-01-01,1989-01-01,divorce,United States,actor
Bela Lugosi,http://www.wikidata.org/.well-known/genid/29bf658a59eb2a04de4c62cbb982f7bb,1917-01-01,1920-01-01,divorce,United States,actor
Rob Reiner,Michele Singer Reiner,1989-01-01,2025-12-14,death of subject,United States,actor
Q187038,http://www.wikidata.org/.well-known/genid/aabee357706398c302eaee950495fc46,1986-01-01,1997-01-01,divorce,United States,actor
Bela Lugosi,http://www.wikidata.org/.well-known/genid/962f15e26f3116919c9ffcf8d7bb889a,1929-07-01,1929-12-01,divorce,Hungary,actor
Burgess Meredith,Kaja Sundsten,,,,United States,actor
Bela Lugosi,http://www.wikidata.org/.well-known/genid/962f15e26f3116919c9ffcf8d7bb889a,1929-07-01,1929-12-01,divorce,United States,actor
Don Johnson,http://www.wikidata.org/.well-known/genid/0f28d8a66b9b5c17a3d91a7860a82263,1968-01-01,1968-01-01,annulment,United States,actor
Yevgeny Leonov,Vanda Leonova,,,,Russia,actor
Paul Wesley,http://www.wikidata.org/.well-known/genid/0b3c427d16036b83ae8b0a84ac4cbb0b,2019-01-01,2022-01-01,,Poland,actor
Paul McCartney,Nancy Shevell,2011-10-09,,,United Kingdom,actor
Johnny Weissmuller,http://www.wikidata.org/.well-known/genid/e7ed9821207af2f5163cfd0e0e947ffa,1939-01-01,1948-01-01,divorce,Austria–Hungary,actor
Paul McCartney,Nancy Shevell,2011-10-09,,,United Kingdom,musician
Lou Reed,Silvia Morales,1980-01-01,1990-01-01,,United States,actor
Lou Reed,Silvia Morales,1980-01-01,1990-01-01,,United States,musician
Roberto Rossellini,Sonali Senroy DasGupta,,,,Italy,actor
Q187038,http://www.wikidata.org/.well-known/genid/146e1cd3c4edc993bbf47d0c78081803,1977-01-01,1983-01-01,divorce,United States,actor
Rosanna Arquette,John Sidel,http://www.wikidata.org/.well-known/genid/9a8ff081b4c0fc109bdbca2b82023b7a,http://www.wikidata.org/.well-known/genid/2104bf1587c8c99ccd067f182af48fda,,United States,actor
Boris Karloff,http://www.wikidata.org/.well-known/genid/28f08084614754719296acdc57b10bfc,1930-01-01,1946-01-01,divorce,United States,actor
Q26372,Q136972808,2020-01-01,,,Japan,actor
Bela Lugosi,http://www.wikidata.org/.well-known/genid/b2bef669599cb6bc5c097d4d1252509e,1955-08-24,1956-08-16,death of subject,Hungary,actor
Billie Holiday,http://www.wikidata.org/.well-known/genid/b2b5737cc7b421a46905f5fc2a5d58f0,1941-08-25,1947-01-01,divorce,United States,actor
Billie Holiday,http://www.wikidata.org/.well-known/genid/b2b5737cc7b421a46905f5fc2a5d58f0,1941-08-25,1947-01-01,divorce,United States,musician
Boris Karloff,http://www.wikidata.org/.well-known/genid/28f08084614754719296acdc57b10bfc,1930-01-01,1946-01-01,divorce,United Kingdom,actor
Bela Lugosi,http://www.wikidata.org/.well-known/genid/b2bef669599cb6bc5c097d4d1252509e,1955-08-24,1956-08-16,death of subject,United States,actor
Johnny Weissmuller,http://www.wikidata.org/.well-known/genid/e7ed9821207af2f5163cfd0e0e947ffa,1939-01-01,1948-01-01,divorce,United States,actor
